"","year","manufacturer","transmission_type","fuel_type","co2"
"512",2005,"Fiat","Manual","Diesel",153.809523809524
"513",2006,"Fiat","Manual","Diesel",150.25
"514",2007,"Fiat","Manual","Diesel",168.857142857143
"515",2008,"Fiat","Manual","Diesel",161.703703703704
"516",2009,"Fiat","Manual","Diesel",148.212121212121
"517",2010,"Fiat","Manual","Diesel",144.28
"518",2011,"Fiat","Manual","Diesel",141.826086956522
"519",2012,"Fiat","Manual","Diesel",128.5625
"520",2013,"Fiat","Manual","Diesel",125.2
"521",2000,"Ford","Manual","Diesel",192.166666666667
"522",2001,"Ford","Manual","Diesel",176.297297297297
"523",2002,"Ford","Manual","Diesel",157.125
"524",2003,"Ford","Manual","Diesel",151.739130434783
"525",2004,"Ford","Manual","Diesel",154.641509433962
"526",2005,"Ford","Manual","Diesel",147.757894736842
"527",2006,"Ford","Manual","Diesel",153.012658227848
"528",2007,"Ford","Manual","Diesel",160.05
"529",2008,"Ford","Manual","Diesel",149.368421052632
"530",2009,"Ford","Manual","Diesel",148.606837606838
"531",2010,"Ford","Manual","Diesel",145.166666666667
"532",2011,"Ford","Manual","Diesel",141.881118881119
"533",2012,"Ford","Manual","Diesel",132.849315068493
"534",2013,"Ford","Manual","Diesel",129.642857142857
"535",2002,"Honda","Manual","Diesel",134
"536",2003,"Honda","Manual","Diesel",143.333333333333
"537",2004,"Honda","Manual","Diesel",134
"538",2005,"Honda","Manual","Diesel",154.555555555556
"539",2006,"Honda","Manual","Diesel",153.571428571429
"540",2007,"Honda","Manual","Diesel",149.615384615385
"541",2008,"Honda","Manual","Diesel",148.5
"542",2009,"Honda","Manual","Diesel",148.5
"543",2010,"Honda","Manual","Diesel",146.666666666667
"544",2011,"Honda","Manual","Diesel",150
"545",2012,"Honda","Manual","Diesel",145.88
"546",2013,"Honda","Manual","Diesel",138.416666666667
"547",2001,"Hyundai","Manual","Diesel",187.666666666667
"548",2002,"Hyundai","Manual","Diesel",180.25
"549",2003,"Hyundai","Manual","Diesel",170.571428571429
"550",2004,"Hyundai","Manual","Diesel",173.2
"551",2005,"Hyundai","Manual","Diesel",168.375
"552",2006,"Hyundai","Manual","Diesel",171
"553",2007,"Hyundai","Manual","Diesel",165.375
"554",2008,"Hyundai","Manual","Diesel",146.833333333333
"555",2009,"Hyundai","Manual","Diesel",152.384615384615
"556",2010,"Hyundai","Manual","Diesel",136.176470588235
"557",2011,"Hyundai","Manual","Diesel",134.166666666667
"558",2012,"Hyundai","Manual","Diesel",123.230769230769
"559",2013,"Hyundai","Manual","Diesel",123.178571428571
"560",2000,"Isuzu","Manual","Diesel",278
"561",2001,"Isuzu","Manual","Diesel",278
"562",2002,"Isuzu","Manual","Diesel",275.333333333333
"563",2003,"Isuzu","Manual","Diesel",274
"564",2004,"Isuzu","Manual","Diesel",274
"565",2005,"Isuzu","Manual","Diesel",274
"566",2006,"Isuzu","Manual","Diesel",274
"567",2003,"Jaguar Cars","Manual","Diesel",151.5
"568",2005,"Jaguar Cars","Manual","Diesel",159.714285714286
"569",2006,"Jaguar Cars","Manual","Diesel",161.142857142857
"570",2007,"Jaguar Cars","Manual","Diesel",161.142857142857
"571",2008,"Jaguar Cars","Manual","Diesel",161.142857142857
"572",2009,"Jaguar Cars","Manual","Diesel",161.142857142857
"573",2010,"Jaguar Cars","Manual","Diesel",161.142857142857
"574",2011,"Jaguar Cars","Manual","Diesel",161.142857142857
"575",2000,"Kia","Manual","Diesel",222
"576",2001,"Kia","Manual","Diesel",222
"577",2002,"Kia","Manual","Diesel",217
"578",2003,"Kia","Manual","Diesel",194.333333333333
"579",2004,"Kia","Manual","Diesel",209.333333333333
"580",2005,"Kia","Manual","Diesel",171.166666666667
"581",2006,"Kia","Manual","Diesel",164
"582",2007,"Kia","Manual","Diesel",159.272727272727
"583",2008,"Kia","Manual","Diesel",157.9375
"584",2009,"Kia","Manual","Diesel",151.526315789474
"585",2010,"Kia","Manual","Diesel",138
"586",2011,"Kia","Manual","Diesel",129.461538461538
"587",2012,"Kia","Manual","Diesel",125.913793103448
"588",2013,"Kia","Manual","Diesel",120.164179104478
"589",2000,"Land Rover","Manual","Diesel",268
"590",2001,"Land Rover","Manual","Diesel",257.5
"591",2002,"Land Rover","Manual","Diesel",272.5
"592",2003,"Land Rover","Manual","Diesel",262
"593",2004,"Land Rover","Manual","Diesel",262
"594",2005,"Land Rover","Manual","Diesel",258.75
"595",2006,"Land Rover","Manual","Diesel",248
"596",2007,"Land Rover","Manual","Diesel",247.111111111111
"597",2008,"Land Rover","Manual","Diesel",237.8
"598",2009,"Land Rover","Manual","Diesel",221
"599",2010,"Land Rover","Manual","Diesel",223.875
"600",2011,"Land Rover","Manual","Diesel",194.230769230769
"601",2012,"Land Rover","Manual","Diesel",146.8
"602",2013,"Land Rover","Manual","Diesel",146.8
"603",2006,"Lexus","Manual","Diesel",181.5
"604",2007,"Lexus","Manual","Diesel",181.5
"605",2008,"Lexus","Manual","Diesel",181.5
"606",2009,"Lexus","Manual","Diesel",171.5
"607",2010,"Lexus","Manual","Diesel",148
"608",2011,"Lexus","Manual","Diesel",141
"609",2012,"Lexus","Manual","Diesel",134
"610",2000,"LTI","Manual","Diesel",223
"611",2001,"LTI","Manual","Diesel",223
"612",2002,"LTI","Manual","Diesel",214.5
"613",2003,"LTI","Manual","Diesel",206
"614",2004,"LTI","Manual","Diesel",206
"615",2005,"LTI","Manual","Diesel",206
"616",2006,"LTI","Manual","Diesel",206
"617",2007,"LTI","Manual","Diesel",206
"618",2008,"LTI","Manual","Diesel",212
"619",2009,"LTI","Manual","Diesel",211
"620",2010,"LTI","Manual","Diesel",212
"621",2011,"LTI","Manual","Diesel",212
"622",2012,"LTI","Manual","Diesel",209
"623",2013,"LTI","Manual","Diesel",209
"624",2000,"Mazda","Manual","Diesel",154.25
"625",2001,"Mazda","Manual","Diesel",161.875
"626",2002,"Mazda","Manual","Diesel",170.25
"627",2003,"Mazda","Manual","Diesel",160.769230769231
"628",2004,"Mazda","Manual","Diesel",163.666666666667
"629",2005,"Mazda","Manual","Diesel",163.428571428571
"630",2006,"Mazda","Manual","Diesel",156.363636363636
"631",2007,"Mazda","Manual","Diesel",149.142857142857
"632",2008,"Mazda","Manual","Diesel",145.5
"633",2009,"Mazda","Manual","Diesel",139.666666666667
"634",2010,"Mazda","Manual","Diesel",140.666666666667
"635",2011,"Mazda","Manual","Diesel",138.375
"636",2012,"Mazda","Manual","Diesel",137.705882352941
"637",2013,"Mazda","Manual","Diesel",127.8
"638",2000,"Mercedes-Benz","Manual","Diesel",175.714285714286
"639",2001,"Mercedes-Benz","Manual","Diesel",176.285714285714
"640",2002,"Mercedes-Benz","Manual","Diesel",179
"641",2003,"Mercedes-Benz","Manual","Diesel",179.258620689655
"642",2004,"Mercedes-Benz","Manual","Diesel",176.225
"643",2005,"Mercedes-Benz","Manual","Diesel",174.086956521739
"644",2006,"Mercedes-Benz","Manual","Diesel",172.881578947368
"645",2007,"Mercedes-Benz","Manual","Diesel",163.175
"646",2008,"Mercedes-Benz","Manual","Diesel",152.742424242424
"647",2009,"Mercedes-Benz","Manual","Diesel",148.634920634921
"648",2010,"Mercedes-Benz","Manual","Diesel",145.550724637681
"649",2011,"Mercedes-Benz","Manual","Diesel",148.514851485149
"650",2012,"Mercedes-Benz","Manual","Diesel",147.5
"651",2013,"Mercedes-Benz","Manual","Diesel",143.80198019802
"652",2000,"Metrocab","Manual","Diesel",235.5
"653",2001,"Metrocab","Manual","Diesel",235.5
"654",2002,"Metrocab","Manual","Diesel",235.5
"655",2003,"Metrocab","Manual","Diesel",257
"656",2004,"Metrocab","Manual","Diesel",257
"657",2005,"Metrocab","Manual","Diesel",257
"658",2006,"Metrocab","Manual","Diesel",257
"659",2007,"Metrocab","Manual","Diesel",257
"660",2013,"MG Motors UK","Manual","Diesel",139
"661",2001,"MG Rover Group","Manual","Diesel",156
"662",2002,"MG Rover Group","Manual","Diesel",155.2
"663",2003,"MG Rover Group","Manual","Diesel",156.647058823529
"664",2004,"MG Rover Group","Manual","Diesel",158.666666666667
"665",2005,"MG Rover Group","Manual","Diesel",156.647058823529
"666",2006,"MG Rover Group","Manual","Diesel",156.647058823529
"667",2003,"Mini","Manual","Diesel",129
"668",2004,"Mini","Manual","Diesel",129
"669",2005,"Mini","Manual","Diesel",129
"670",2006,"Mini","Manual","Diesel",129
"671",2007,"Mini","Manual","Diesel",118
"672",2008,"Mini","Manual","Diesel",106.5
"673",2009,"Mini","Manual","Diesel",106.5
"674",2010,"Mini","Manual","Diesel",106.5
"675",2011,"Mini","Manual","Diesel",112.928571428571
"676",2012,"Mini","Manual","Diesel",113.266666666667
"677",2013,"Mini","Manual","Diesel",115.526315789474
"678",2000,"Mitsubishi","Manual","Diesel",231.666666666667
"679",2001,"Mitsubishi","Manual","Diesel",264.833333333333
"680",2002,"Mitsubishi","Manual","Diesel",247.733333333333
"681",2003,"Mitsubishi","Manual","Diesel",192.8
"682",2004,"Mitsubishi","Manual","Diesel",211.166666666667
"683",2005,"Mitsubishi","Manual","Diesel",188.8
"684",2006,"Mitsubishi","Manual","Diesel",207
"685",2007,"Mitsubishi","Manual","Diesel",226
"686",2008,"Mitsubishi","Manual","Diesel",195.636363636364
"687",2009,"Mitsubishi","Manual","Diesel",195.5
"688",2010,"Mitsubishi","Manual","Diesel",185.761904761905
"689",2011,"Mitsubishi","Manual","Diesel",183.818181818182
"690",2012,"Mitsubishi","Manual","Diesel",166.166666666667
"691",2013,"Mitsubishi","Manual","Diesel",160.8
"692",2000,"Nissan","Manual","Diesel",224.857142857143
"693",2001,"Nissan","Manual","Diesel",218.625
"694",2002,"Nissan","Manual","Diesel",211.8
"695",2003,"Nissan","Manual","Diesel",196.230769230769
"696",2004,"Nissan","Manual","Diesel",194.533333333333
"697",2005,"Nissan","Manual","Diesel",199.214285714286
"698",2006,"Nissan","Manual","Diesel",185.952380952381
"699",2007,"Nissan","Manual","Diesel",194.571428571429
"700",2008,"Nissan","Manual","Diesel",191.4375
"701",2009,"Nissan","Manual","Diesel",185.15
"702",2010,"Nissan","Manual","Diesel",165.266666666667
"703",2011,"Nissan","Manual","Diesel",161.4
"704",2012,"Nissan","Manual","Diesel",144.230769230769
"705",2013,"Nissan","Manual","Diesel",141.538461538462
"706",2000,"Peugeot","Manual","Diesel",158.125
"707",2001,"Peugeot","Manual","Diesel",154.459459459459
"708",2002,"Peugeot","Manual","Diesel",151.551724137931
"709",2003,"Peugeot","Manual","Diesel",151.615384615385
"710",2004,"Peugeot","Manual","Diesel",152.060606060606
"711",2005,"Peugeot","Manual","Diesel",145.702702702703
"712",2006,"Peugeot","Manual","Diesel",146.936170212766
"713",2007,"Peugeot","Manual","Diesel",157.864864864865
"714",2008,"Peugeot","Manual","Diesel",153.34693877551
"715",2009,"Peugeot","Manual","Diesel",151.381818181818
"716",2010,"Peugeot","Manual","Diesel",145.3
"717",2011,"Peugeot","Manual","Diesel",132.842857142857
"718",2012,"Peugeot","Manual","Diesel",127.8
"719",2013,"Peugeot","Manual","Diesel",124.870967741935
"720",2000,"Proton","Manual","Diesel",205
"721",2001,"Proton","Manual","Diesel",205
"722",2000,"Renault","Manual","Diesel",170.666666666667
"723",2001,"Renault","Manual","Diesel",164.5
"724",2002,"Renault","Manual","Diesel",164.48275862069
"725",2003,"Renault","Manual","Diesel",152.230769230769
"726",2004,"Renault","Manual","Diesel",163.470588235294
"727",2005,"Renault","Manual","Diesel",147.58
"728",2006,"Renault","Manual","Diesel",146.855072463768
"729",2007,"Renault","Manual","Diesel",151.604166666667
"730",2008,"Renault","Manual","Diesel",146.5625
"731",2009,"Renault","Manual","Diesel",147.390625
"732",2010,"Renault","Manual","Diesel",148.222222222222
"733",2011,"Renault","Manual","Diesel",140.607142857143
"734",2012,"Renault","Manual","Diesel",122.333333333333
"735",2013,"Renault","Manual","Diesel",108.34375
"736",2000,"Rover Group Limited","Manual","Diesel",160.625
"737",2000,"Saab","Manual","Diesel",164
"738",2001,"Saab","Manual","Diesel",164
"739",2002,"Saab","Manual","Diesel",183.2
"740",2003,"Saab","Manual","Diesel",184.6
"741",2004,"Saab","Manual","Diesel",184.6
"742",2005,"Saab","Manual","Diesel",176.571428571429
"743",2006,"Saab","Manual","Diesel",162.714285714286
"744",2007,"Saab","Manual","Diesel",162.714285714286
"745",2008,"Saab","Manual","Diesel",160.611111111111
"746",2009,"Saab","Manual","Diesel",158.041666666667
"747",2010,"Saab","Manual","Diesel",151.173913043478
"748",2011,"Saab","Manual","Diesel",132.769230769231
"749",2000,"Seat","Manual","Diesel",146.5
"750",2001,"Seat","Manual","Diesel",141.142857142857
"751",2002,"Seat","Manual","Diesel",139.777777777778
"752",2003,"Seat","Manual","Diesel",144.857142857143
"753",2004,"Seat","Manual","Diesel",141.769230769231
"754",2005,"Seat","Manual","Diesel",148.411764705882
"755",2006,"Seat","Manual","Diesel",148.933333333333
"756",2007,"Seat","Manual","Diesel",151.411764705882
"757",2008,"Seat","Manual","Diesel",150
"758",2009,"Seat","Manual","Diesel",139.777777777778
"759",2010,"Seat","Manual","Diesel",135.142857142857
"760",2011,"Seat","Manual","Diesel",125.823529411765
"761",2012,"Seat","Manual","Diesel",121.148148148148
"762",2013,"Seat","Manual","Diesel",122.464285714286
"763",2000,"Skoda","Manual","Diesel",140.2
"764",2001,"Skoda","Manual","Diesel",137.727272727273
"765",2002,"Skoda","Manual","Diesel",142.190476190476
"766",2003,"Skoda","Manual","Diesel",142
"767",2004,"Skoda","Manual","Diesel",142.590909090909
"768",2005,"Skoda","Manual","Diesel",144.578947368421
"769",2006,"Skoda","Manual","Diesel",141.84
"770",2007,"Skoda","Manual","Diesel",141.038461538462
"771",2008,"Skoda","Manual","Diesel",138.228571428571
"772",2009,"Skoda","Manual","Diesel",143.730769230769
"773",2010,"Skoda","Manual","Diesel",140.638888888889
"774",2011,"Skoda","Manual","Diesel",129.190476190476
"775",2012,"Skoda","Manual","Diesel",129.52380952381
"776",2013,"Skoda","Manual","Diesel",125.809523809524
"777",2005,"Smart","Manual","Diesel",123.5
"778",2006,"Smart","Manual","Diesel",123.5
"779",2003,"SsangYong","Manual","Diesel",244
"780",2005,"SsangYong","Manual","Diesel",247.4
"781",2006,"SsangYong","Manual","Diesel",227.8
"782",2007,"SsangYong","Manual","Diesel",228.4375
"783",2008,"SsangYong","Manual","Diesel",215.111111111111
"784",2009,"SsangYong","Manual","Diesel",215.111111111111
"785",2010,"SsangYong","Manual","Diesel",214
"786",2011,"SsangYong","Manual","Diesel",193.166666666667
"787",2012,"SsangYong","Manual","Diesel",194.5
"788",2013,"SsangYong","Manual","Diesel",162.818181818182
"789",2008,"Subaru","Manual","Diesel",152.4
"790",2009,"Subaru","Manual","Diesel",155.8
"791",2010,"Subaru","Manual","Diesel",160.842105263158
"792",2011,"Subaru","Manual","Diesel",164.916666666667
"793",2012,"Subaru","Manual","Diesel",160.090909090909
"794",2013,"Subaru","Manual","Diesel",159.36
"795",2000,"Suzuki","Manual","Diesel",224
"796",2001,"Suzuki","Manual","Diesel",207
"797",2002,"Suzuki","Manual","Diesel",190
"798",2003,"Suzuki","Manual","Diesel",194
"799",2004,"Suzuki","Manual","Diesel",194
"800",2005,"Suzuki","Manual","Diesel",204
"801",2006,"Suzuki","Manual","Diesel",161
"802",2007,"Suzuki","Manual","Diesel",162
"803",2008,"Suzuki","Manual","Diesel",164.294117647059
"804",2009,"Suzuki","Manual","Diesel",156.692307692308
"805",2010,"Suzuki","Manual","Diesel",139.428571428571
"806",2011,"Suzuki","Manual","Diesel",139.428571428571
"807",2012,"Suzuki","Manual","Diesel",142.333333333333
"808",2013,"Suzuki","Manual","Diesel",140.666666666667
"809",2000,"Tata","Manual","Diesel",244
"810",2001,"Tata","Manual","Diesel",300
"811",2002,"Tata","Manual","Diesel",249
"812",2003,"Tata","Manual","Diesel",249
"813",2004,"Tata","Manual","Diesel",249
"814",2005,"Tata","Manual","Diesel",249
"815",2007,"Tata","Manual","Diesel",249
"816",2000,"Toyota","Manual","Diesel",229.4
"817",2001,"Toyota","Manual","Diesel",192.25
"818",2002,"Toyota","Manual","Diesel",166.647058823529
"819",2003,"Toyota","Manual","Diesel",176.470588235294
"820",2004,"Toyota","Manual","Diesel",177.75
"821",2005,"Toyota","Manual","Diesel",173.6875
"822",2006,"Toyota","Manual","Diesel",172.4
"823",2007,"Toyota","Manual","Diesel",173.684210526316
"824",2008,"Toyota","Manual","Diesel",170.529411764706
"825",2009,"Toyota","Manual","Diesel",157
"826",2010,"Toyota","Manual","Diesel",144.294117647059
"827",2011,"Toyota","Manual","Diesel",145.625
"828",2012,"Toyota","Manual","Diesel",139
"829",2013,"Toyota","Manual","Diesel",133.166666666667
"830",2000,"Vauxhall","Manual","Diesel",175.058823529412
"831",2001,"Vauxhall","Manual","Diesel",165.4375
