"","year","manufacturer","transmission_type","fuel_type","co2"
"1804",2000,"Maserati","Manual","Petrol",410
"1805",2001,"Maserati","Manual","Petrol",370
"1806",2002,"Maserati","Manual","Petrol",418
"1807",2003,"Maserati","Manual","Petrol",430
"1808",2004,"Maserati","Manual","Petrol",418
"1809",2005,"Maserati","Manual","Petrol",451.333333333333
"1810",2006,"Maserati","Manual","Petrol",395.714285714286
"1811",2007,"Maserati","Manual","Petrol",395.714285714286
"1812",2008,"Maserati","Manual","Petrol",390
"1813",2009,"Maserati","Manual","Petrol",385
"1814",2010,"Maserati","Manual","Petrol",385
"1815",2011,"Maserati","Manual","Petrol",361
"1816",2012,"Maserati","Manual","Petrol",348.5
"1817",2013,"Maserati","Manual","Petrol",348.5
"1818",2000,"Mazda","Manual","Petrol",193.611111111111
"1819",2001,"Mazda","Manual","Petrol",197.705882352941
"1820",2002,"Mazda","Manual","Petrol",199.666666666667
"1821",2003,"Mazda","Manual","Petrol",194.538461538462
"1822",2004,"Mazda","Manual","Petrol",191.666666666667
"1823",2005,"Mazda","Manual","Petrol",195.368421052632
"1824",2006,"Mazda","Manual","Petrol",196.518518518519
"1825",2007,"Mazda","Manual","Petrol",194.65
"1826",2008,"Mazda","Manual","Petrol",186.521739130435
"1827",2009,"Mazda","Manual","Petrol",180.96875
"1828",2010,"Mazda","Manual","Petrol",167.928571428571
"1829",2011,"Mazda","Manual","Petrol",163.973684210526
"1830",2012,"Mazda","Manual","Petrol",163.1
"1831",2013,"Mazda","Manual","Petrol",150.25
"1832",2000,"Mercedes-Benz","Manual","Petrol",229.851851851852
"1833",2001,"Mercedes-Benz","Manual","Petrol",234.078947368421
"1834",2002,"Mercedes-Benz","Manual","Petrol",221.575
"1835",2003,"Mercedes-Benz","Manual","Petrol",218.897435897436
"1836",2004,"Mercedes-Benz","Manual","Petrol",216.559523809524
"1837",2005,"Mercedes-Benz","Manual","Petrol",209.392156862745
"1838",2006,"Mercedes-Benz","Manual","Petrol",206.69918699187
"1839",2007,"Mercedes-Benz","Manual","Petrol",201.011764705882
"1840",2008,"Mercedes-Benz","Manual","Petrol",193.310344827586
"1841",2009,"Mercedes-Benz","Manual","Petrol",174.034090909091
"1842",2010,"Mercedes-Benz","Manual","Petrol",173.251968503937
"1843",2011,"Mercedes-Benz","Manual","Petrol",167.214285714286
"1844",2012,"Mercedes-Benz","Manual","Petrol",157
"1845",2013,"Mercedes-Benz","Manual","Petrol",149.277777777778
"1846",2010,"MG Motors Uk","Manual","Petrol",185
"1847",2011,"MG Motors Uk","Manual","Petrol",184.333333333333
"1848",2012,"MG Motors Uk","Manual","Petrol",179
"1849",2013,"MG Motors UK","Manual","Petrol",179
"1850",2001,"MG Rover Group","Manual","Petrol",186.703703703704
"1851",2002,"MG Rover Group","Manual","Petrol",189.967741935484
"1852",2003,"MG Rover Group","Manual","Petrol",192.46
"1853",2004,"MG Rover Group","Manual","Petrol",193.119047619048
"1854",2005,"MG Rover Group","Manual","Petrol",196.621621621622
"1855",2006,"MG Rover Group","Manual","Petrol",196.621621621622
"1856",2001,"Mini","Manual","Petrol",160.5
"1857",2002,"Mini","Manual","Petrol",174.333333333333
"1858",2003,"Mini","Manual","Petrol",175
"1859",2004,"Mini","Manual","Petrol",174.333333333333
"1860",2005,"Mini","Manual","Petrol",182.666666666667
"1861",2006,"Mini","Manual","Petrol",189.25
"1862",2007,"Mini","Manual","Petrol",175.2
"1863",2008,"Mini","Manual","Petrol",160
"1864",2009,"Mini","Manual","Petrol",144.2
"1865",2010,"Mini","Manual","Petrol",142.2
"1866",2011,"Mini","Manual","Petrol",141.25
"1867",2012,"Mini","Manual","Petrol",142
"1868",2013,"Mini","Manual","Petrol",151.235294117647
"1869",2000,"Mitsubishi","Manual","Petrol",191.69696969697
"1870",2001,"Mitsubishi","Manual","Petrol",199.297297297297
"1871",2002,"Mitsubishi","Manual","Petrol",203.018867924528
"1872",2003,"Mitsubishi","Manual","Petrol",209.933333333333
"1873",2004,"Mitsubishi","Manual","Petrol",202.157894736842
"1874",2005,"Mitsubishi","Manual","Petrol",195.473684210526
"1875",2006,"Mitsubishi","Manual","Petrol",190
"1876",2007,"Mitsubishi","Manual","Petrol",182.444444444444
"1877",2008,"Mitsubishi","Manual","Petrol",171.2
"1878",2009,"Mitsubishi","Manual","Petrol",170.272727272727
"1879",2010,"Mitsubishi","Manual","Petrol",165.125
"1880",2011,"Mitsubishi","Manual","Petrol",163.363636363636
"1881",2012,"Mitsubishi","Manual","Petrol",132.428571428571
"1882",2013,"Mitsubishi","Manual","Petrol",126.235294117647
"1883",2002,"Morgan Motor Company","Manual","Petrol",260.333333333333
"1884",2003,"Morgan Motor Company","Manual","Petrol",260.333333333333
"1885",2004,"Morgan Motor Company","Manual","Petrol",260.333333333333
"1886",2005,"Morgan Motor Company","Manual","Petrol",225.4
"1887",2006,"Morgan Motor Company","Manual","Petrol",225.4
"1888",2007,"Morgan Motor Company","Manual","Petrol",208
"1889",2008,"Morgan Motor Company","Manual","Petrol",207.5
"1890",2009,"Morgan Motor Company","Manual","Petrol",207.5
"1891",2010,"Morgan Motor Company","Manual","Petrol",207.5
"1892",2011,"Morgan Motor Company","Manual","Petrol",207.5
"1893",2012,"Morgan Motor Company","Manual","Petrol",181.666666666667
"1894",2013,"Morgan Motor Company","Manual","Petrol",181.666666666667
"1895",2000,"Nissan","Manual","Petrol",199.466666666667
"1896",2001,"Nissan","Manual","Petrol",193.470588235294
"1897",2002,"Nissan","Manual","Petrol",178.181818181818
"1898",2003,"Nissan","Manual","Petrol",189.071428571429
"1899",2004,"Nissan","Manual","Petrol",182.846153846154
"1900",2005,"Nissan","Manual","Petrol",189.071428571429
"1901",2006,"Nissan","Manual","Petrol",190.310344827586
"1902",2007,"Nissan","Manual","Petrol",189.357142857143
"1903",2008,"Nissan","Manual","Petrol",190.176470588235
"1904",2009,"Nissan","Manual","Petrol",189.1
"1905",2010,"Nissan","Manual","Petrol",176.384615384615
"1906",2011,"Nissan","Manual","Petrol",161
"1907",2012,"Nissan","Manual","Petrol",148.210526315789
"1908",2013,"Nissan","Manual","Petrol",150.65
"1909",2000,"Perodua","Manual","Petrol",129
"1910",2001,"Perodua","Manual","Petrol",131.333333333333
"1911",2002,"Perodua","Manual","Petrol",126
"1912",2003,"Perodua","Manual","Petrol",126
"1913",2004,"Perodua","Manual","Petrol",126
"1914",2005,"Perodua","Manual","Petrol",126
"1915",2006,"Perodua","Manual","Petrol",130.4
"1916",2007,"Perodua","Manual","Petrol",137
"1917",2008,"Perodua","Manual","Petrol",137
"1918",2009,"Perodua","Manual","Petrol",137
"1919",2010,"Perodua","Manual","Petrol",137
"1920",2011,"Perodua","Manual","Petrol",137
"1921",2012,"Perodua","Manual","Petrol",137
"1922",2013,"Perodua","Manual","Petrol",137
"1923",2000,"Peugeot","Manual","Petrol",199.68
"1924",2001,"Peugeot","Manual","Petrol",191.388888888889
"1925",2002,"Peugeot","Manual","Petrol",186.810810810811
"1926",2003,"Peugeot","Manual","Petrol",185.739130434783
"1927",2004,"Peugeot","Manual","Petrol",184.418604651163
"1928",2005,"Peugeot","Manual","Petrol",179.810810810811
"1929",2006,"Peugeot","Manual","Petrol",181.039215686275
"1930",2007,"Peugeot","Manual","Petrol",177.931034482759
"1931",2008,"Peugeot","Manual","Petrol",171.914285714286
"1932",2009,"Peugeot","Manual","Petrol",166.5
"1933",2010,"Peugeot","Manual","Petrol",159.25
"1934",2011,"Peugeot","Manual","Petrol",152.914893617021
"1935",2012,"Peugeot","Manual","Petrol",142.901960784314
"1936",2013,"Peugeot","Manual","Petrol",143.785714285714
"1937",2000,"Porsche","Manual","Petrol",282.428571428571
"1938",2001,"Porsche","Manual","Petrol",282.714285714286
"1939",2002,"Porsche","Manual","Petrol",276
"1940",2003,"Porsche","Manual","Petrol",287.777777777778
"1941",2004,"Porsche","Manual","Petrol",277.545454545455
"1942",2005,"Porsche","Manual","Petrol",289.3125
"1943",2006,"Porsche","Manual","Petrol",276.571428571429
"1944",2007,"Porsche","Manual","Petrol",274.238095238095
"1945",2008,"Porsche","Manual","Petrol",275.571428571429
"1946",2009,"Porsche","Manual","Petrol",266.516129032258
"1947",2010,"Porsche","Manual","Petrol",265.586206896552
"1948",2011,"Porsche","Manual","Petrol",244.342857142857
"1949",2012,"Porsche","Manual","Petrol",234.78125
"1950",2013,"Porsche","Manual","Petrol",232.571428571429
"1951",2000,"Proton","Manual","Petrol",203.352941176471
"1952",2001,"Proton","Manual","Petrol",207.5625
"1953",2002,"Proton","Manual","Petrol",210.6875
"1954",2003,"Proton","Manual","Petrol",210.6875
"1955",2004,"Proton","Manual","Petrol",210.6875
"1956",2005,"Proton","Manual","Petrol",164.25
"1957",2006,"Proton","Manual","Petrol",156.285714285714
"1958",2007,"Proton","Manual","Petrol",160.333333333333
"1959",2008,"Proton","Manual","Petrol",159.857142857143
"1960",2009,"Proton","Manual","Petrol",159.857142857143
"1961",2010,"Proton","Manual","Petrol",159.857142857143
"1962",2011,"Proton","Manual","Petrol",158.666666666667
"1963",2000,"Renault","Manual","Petrol",180.46875
"1964",2001,"Renault","Manual","Petrol",177.916666666667
"1965",2002,"Renault","Manual","Petrol",183.948717948718
"1966",2003,"Renault","Manual","Petrol",186.038461538462
"1967",2004,"Renault","Manual","Petrol",190.785714285714
"1968",2005,"Renault","Manual","Petrol",189.25
"1969",2006,"Renault","Manual","Petrol",184.952380952381
"1970",2007,"Renault","Manual","Petrol",182.222222222222
"1971",2008,"Renault","Manual","Petrol",173.024390243902
"1972",2009,"Renault","Manual","Petrol",173.884615384615
"1973",2010,"Renault","Manual","Petrol",169.425
"1974",2011,"Renault","Manual","Petrol",164.746031746032
"1975",2012,"Renault","Manual","Petrol",150.636363636364
"1976",2013,"Renault","Manual","Petrol",139.806451612903
"1977",2000,"Rover Group Limited","Manual","Petrol",182.5
"1978",2000,"Saab","Manual","Petrol",217.75
"1979",2001,"Saab","Manual","Petrol",216.7
"1980",2002,"Saab","Manual","Petrol",212.333333333333
"1981",2003,"Saab","Manual","Petrol",209.157894736842
"1982",2004,"Saab","Manual","Petrol",209.416666666667
"1983",2005,"Saab","Manual","Petrol",207.357142857143
"1984",2006,"Saab","Manual","Petrol",215.166666666667
"1985",2007,"Saab","Manual","Petrol",212.788461538462
"1986",2008,"Saab","Manual","Petrol",208.681818181818
"1987",2009,"Saab","Manual","Petrol",209.607843137255
"1988",2010,"Saab","Manual","Petrol",198.433333333333
"1989",2011,"Saab","Manual","Petrol",175.818181818182
"1990",2000,"Seat","Manual","Petrol",193.7
"1991",2001,"Seat","Manual","Petrol",192.071428571429
"1992",2002,"Seat","Manual","Petrol",185.705882352941
"1993",2003,"Seat","Manual","Petrol",187.421052631579
"1994",2004,"Seat","Manual","Petrol",182.095238095238
"1995",2005,"Seat","Manual","Petrol",189.875
"1996",2006,"Seat","Manual","Petrol",192.6875
"1997",2007,"Seat","Manual","Petrol",185.428571428571
"1998",2008,"Seat","Manual","Petrol",182.777777777778
"1999",2009,"Seat","Manual","Petrol",172.52380952381
"2000",2010,"Seat","Manual","Petrol",160.384615384615
"2001",2011,"Seat","Manual","Petrol",143.625
"2002",2012,"Seat","Manual","Petrol",141.608695652174
"2003",2013,"Seat","Manual","Petrol",139.111111111111
"2004",2000,"Skoda","Manual","Petrol",179.166666666667
"2005",2001,"Skoda","Manual","Petrol",185.157894736842
"2006",2002,"Skoda","Manual","Petrol",187.305555555556
"2007",2003,"Skoda","Manual","Petrol",178.205882352941
"2008",2004,"Skoda","Manual","Petrol",180.771428571429
"2009",2005,"Skoda","Manual","Petrol",176.307692307692
"2010",2006,"Skoda","Manual","Petrol",178.521739130435
"2011",2007,"Skoda","Manual","Petrol",171.904761904762
"2012",2008,"Skoda","Manual","Petrol",168.677419354839
"2013",2009,"Skoda","Manual","Petrol",171.564102564103
"2014",2010,"Skoda","Manual","Petrol",163.029411764706
"2015",2011,"Skoda","Manual","Petrol",153.5
"2016",2012,"Skoda","Manual","Petrol",149.840909090909
"2017",2013,"Skoda","Manual","Petrol",146.526315789474
"2018",2005,"Smart","Manual","Petrol",137.2
"2019",2006,"Smart","Manual","Petrol",138.25
"2020",2000,"Subaru","Manual","Petrol",222.75
"2021",2001,"Subaru","Manual","Petrol",222.695652173913
"2022",2002,"Subaru","Manual","Petrol",233.5
"2023",2003,"Subaru","Manual","Petrol",212.352941176471
"2024",2004,"Subaru","Manual","Petrol",227.909090909091
"2025",2005,"Subaru","Manual","Petrol",223.266666666667
"2026",2006,"Subaru","Manual","Petrol",230.782608695652
"2027",2007,"Subaru","Manual","Petrol",236.5625
"2028",2008,"Subaru","Manual","Petrol",221.444444444444
"2029",2009,"Subaru","Manual","Petrol",212.96
"2030",2010,"Subaru","Manual","Petrol",188.545454545455
"2031",2011,"Subaru","Manual","Petrol",200.5
"2032",2012,"Subaru","Manual","Petrol",187
"2033",2013,"Subaru","Manual","Petrol",182.846153846154
"2034",2000,"Suzuki","Manual","Petrol",182.25
"2035",2001,"Suzuki","Manual","Petrol",175.909090909091
"2036",2002,"Suzuki","Manual","Petrol",176.4375
"2037",2003,"Suzuki","Manual","Petrol",171.875
"2038",2004,"Suzuki","Manual","Petrol",171.875
"2039",2005,"Suzuki","Manual","Petrol",180.157894736842
"2040",2006,"Suzuki","Manual","Petrol",169
"2041",2007,"Suzuki","Manual","Petrol",169.285714285714
"2042",2008,"Suzuki","Manual","Petrol",170.192307692308
"2043",2009,"Suzuki","Manual","Petrol",167.869565217391
"2044",2010,"Suzuki","Manual","Petrol",153.428571428571
"2045",2011,"Suzuki","Manual","Petrol",144.888888888889
"2046",2012,"Suzuki","Manual","Petrol",146.454545454545
"2047",2013,"Suzuki","Manual","Petrol",146.333333333333
"2048",2000,"Toyota","Manual","Petrol",177.555555555556
"2049",2001,"Toyota","Manual","Petrol",178.724137931034
"2050",2002,"Toyota","Manual","Petrol",177.555555555556
"2051",2003,"Toyota","Manual","Petrol",177.461538461538
"2052",2004,"Toyota","Manual","Petrol",175.961538461538
"2053",2005,"Toyota","Manual","Petrol",173.730769230769
"2054",2006,"Toyota","Manual","Petrol",176.571428571429
"2055",2007,"Toyota","Manual","Petrol",166.692307692308
"2056",2008,"Toyota","Manual","Petrol",166.692307692308
"2057",2009,"Toyota","Manual","Petrol",150.909090909091
"2058",2010,"Toyota","Manual","Petrol",141.842105263158
"2059",2011,"Toyota","Manual","Petrol",139.758620689655
"2060",2012,"Toyota","Manual","Petrol",133.111111111111
"2061",2013,"Toyota","Manual","Petrol",135.705882352941
"2062",2000,"Vauxhall","Manual","Petrol",203.040816326531
"2063",2001,"Vauxhall","Manual","Petrol",202.47619047619
"2064",2002,"Vauxhall","Manual","Petrol",206.897435897436
"2065",2003,"Vauxhall","Manual","Petrol",187.322916666667
"2066",2004,"Vauxhall","Manual","Petrol",192.366379310345
"2067",2005,"Vauxhall","Manual","Petrol",179.383663366337
"2068",2006,"Vauxhall","Manual","Petrol",180.188775510204
"2069",2007,"Vauxhall","Manual","Petrol",181.485380116959
"2070",2008,"Vauxhall","Manual","Petrol",180.470238095238
"2071",2009,"Vauxhall","Manual","Petrol",177.08
"2072",2010,"Vauxhall","Manual","Petrol",168.316666666667
"2073",2011,"Vauxhall","Manual","Petrol",163.706896551724
"2074",2012,"Vauxhall","Manual","Petrol",155.567010309278
"2075",2013,"Vauxhall","Manual","Petrol",146.56880733945
"2076",2000,"Volkswagen","Manual","Petrol",195.955223880597
"2077",2001,"Volkswagen","Manual","Petrol",206.472727272727
"2078",2002,"Volkswagen","Manual","Petrol",210.529411764706
"2079",2003,"Volkswagen","Manual","Petrol",201.072463768116
"2080",2004,"Volkswagen","Manual","Petrol",207.873015873016
"2081",2005,"Volkswagen","Manual","Petrol",196.148148148148
"2082",2006,"Volkswagen","Manual","Petrol",193.727272727273
"2083",2007,"Volkswagen","Manual","Petrol",182.266666666667
"2084",2008,"Volkswagen","Manual","Petrol",179.510638297872
"2085",2009,"Volkswagen","Manual","Petrol",174.393442622951
"2086",2010,"Volkswagen","Manual","Petrol",169.627906976744
"2087",2011,"Volkswagen","Manual","Petrol",156.857142857143
"2088",2012,"Volkswagen","Manual","Petrol",148.328767123288
"2089",2013,"Volkswagen","Manual","Petrol",146.509433962264
"2090",2000,"Volvo","Manual","Petrol",212.647058823529
"2091",2001,"Volvo","Manual","Petrol",214.95652173913
"2092",2002,"Volvo","Manual","Petrol",214.764705882353
"2093",2003,"Volvo","Manual","Petrol",215.766666666667
"2094",2004,"Volvo","Manual","Petrol",216.183908045977
"2095",2005,"Volvo","Manual","Petrol",218.441176470588
"2096",2006,"Volvo","Manual","Petrol",216.966666666667
"2097",2007,"Volvo","Manual","Petrol",204.484848484848
"2098",2008,"Volvo","Manual","Petrol",196.620689655172
"2099",2009,"Volvo","Manual","Petrol",194.772727272727
"2100",2010,"Volvo","Manual","Petrol",187.75
"2101",2011,"Volvo","Manual","Petrol",174.344827586207
"2102",2012,"Volvo","Manual","Petrol",164.653846153846
"2103",2013,"Volvo","Manual","Petrol",157.967741935484
"2104",2009,"Cadillac","Automatic","Petrol / E85",219
"2105",2009,"Saab","Automatic","Petrol / E85",230.1
"2106",2009,"Volvo","Automatic","Petrol / E85",244
"2107",2009,"Cadillac","Manual","Petrol / E85",197
"2108",2009,"Ford","Manual","Petrol / E85",181.714285714286
"2109",2009,"Peugeot","Manual","Petrol / E85",194
"2110",2009,"Saab","Manual","Petrol / E85",198.086956521739
"2111",2009,"Volvo","Manual","Petrol / E85",196.571428571429
"2112",2010,"Bentley Motors","Automatic","Petrol / E85 (Flex Fuel)",388
"2113",2011,"Bentley Motors","Automatic","Petrol / E85 (Flex Fuel)",392
"2114",2012,"Bentley Motors","Automatic","Petrol / E85 (Flex Fuel)",389.333333333333
"2115",2013,"Bentley Motors","Automatic","Petrol / E85 (Flex Fuel)",392
"2116",2008,"Cadillac","Automatic","Petrol / E85 (Flex Fuel)",219
"2117",2010,"Cadillac","Automatic","Petrol / E85 (Flex Fuel)",219
"2118",2008,"Saab","Automatic","Petrol / E85 (Flex Fuel)",231.705882352941
"2119",2010,"Saab","Automatic","Petrol / E85 (Flex Fuel)",226.666666666667
"2120",2010,"Volvo","Automatic","Petrol / E85 (Flex Fuel)",230.5
"2121",2008,"Cadillac","Manual","Petrol / E85 (Flex Fuel)",197
"2122",2010,"Cadillac","Manual","Petrol / E85 (Flex Fuel)",197
"2123",2008,"Ford","Manual","Petrol / E85 (Flex Fuel)",181.714285714286
"2124",2010,"Ford","Manual","Petrol / E85 (Flex Fuel)",185.545454545455
"2125",2011,"Ford","Manual","Petrol / E85 (Flex Fuel)",174.941176470588
"2126",2012,"Ford","Manual","Petrol / E85 (Flex Fuel)",160.5
"2127",2010,"Peugeot","Manual","Petrol / E85 (Flex Fuel)",194
"2128",2008,"Saab","Manual","Petrol / E85 (Flex Fuel)",201.705882352941
"2129",2010,"Saab","Manual","Petrol / E85 (Flex Fuel)",188.666666666667
"2130",2010,"Volvo","Manual","Petrol / E85 (Flex Fuel)",192.571428571429
"2131",2012,"BMW","Automatic","Petrol Electric",158.75
"2132",2013,"BMW","Automatic","Petrol Electric",155.714285714286
"2133",2006,"Honda","Automatic","Petrol Electric",109
"2134",2007,"Honda","Automatic","Petrol Electric",109
"2135",2013,"Honda","Automatic","Petrol Electric",97.5
"2136",2005,"Honda","Manual","Petrol Electric",98
"2137",2013,"Audi","Automatic","Petrol Hybrid",148
"2138",2010,"Honda","Automatic","Petrol Hybrid",106.6
"2139",2011,"Honda","Automatic","Petrol Hybrid",104.9
"2140",2012,"Honda","Automatic","Petrol Hybrid",101.5
"2141",2013,"Honda","Automatic","Petrol Hybrid",100.75
"2142",2005,"Lexus","Automatic","Petrol Hybrid",192
"2143",2006,"Lexus","Automatic","Petrol Hybrid",189
"2144",2007,"Lexus","Automatic","Petrol Hybrid",189
"2145",2008,"Lexus","Automatic","Petrol Hybrid",195.5
"2146",2010,"Lexus","Automatic","Petrol Hybrid",188.166666666667
"2147",2011,"Lexus","Automatic","Petrol Hybrid",171.333333333333
"2148",2012,"Lexus","Automatic","Petrol Hybrid",160.333333333333
"2149",2013,"Lexus","Automatic","Petrol Hybrid",124.769230769231
"2150",2011,"Porsche","Automatic","Petrol Hybrid",176
"2151",2012,"Porsche","Automatic","Petrol Hybrid",176
"2152",2013,"Porsche","Automatic","Petrol Hybrid",176
"2153",2002,"Toyota","Automatic","Petrol Hybrid",120
"2154",2003,"Toyota","Automatic","Petrol Hybrid",104
"2155",2004,"Toyota","Automatic","Petrol Hybrid",120
"2156",2005,"Toyota","Automatic","Petrol Hybrid",104
"2157",2006,"Toyota","Automatic","Petrol Hybrid",104
"2158",2007,"Toyota","Automatic","Petrol Hybrid",104
"2159",2008,"Toyota","Automatic","Petrol Hybrid",104
"2160",2010,"Toyota","Automatic","Petrol Hybrid",90.5
"2161",2011,"Toyota","Automatic","Petrol Hybrid",91.125
"2162",2012,"Toyota","Automatic","Petrol Hybrid",89.75
"2163",2013,"Toyota","Automatic","Petrol Hybrid",89.0909090909091
"2164",2011,"Volkswagen","Automatic","Petrol Hybrid",193
"2165",2012,"Volkswagen","Automatic","Petrol Hybrid",193
"2166",2013,"Volkswagen","Automatic","Petrol Hybrid",193
"2167",2003,"Honda","Manual","Petrol Hybrid",116
"2168",2004,"Honda","Manual","Petrol Hybrid",116
"2169",2011,"Honda","Manual","Petrol Hybrid",117
"2170",2012,"Honda","Manual","Petrol Hybrid",117
